0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,label
0.035032988,0.00027488417,0.014976253,0.018459482,0.13630828,1.2850671,4.9786367,0.015114613,-427.4517,198.76974,-58.69401,31.644192,-1.566336,14.236528,5.31758,-25.46967,10.553004,-16.636866,-3.9146743,5.2077703,-10.485664,1881.3168,2103.2358,127.7566,47.757336,262.1832,0.0,0.0,0.0,1
0.028929781,0.00023456693,0.011861787,0.014405636,0.13477048,1.2564495,7.873431,0.012971271,-449.68332,169.63744,-34.070133,40.61944,10.663641,21.259958,5.602232,-23.578089,12.101542,-12.123183,-6.0945396,2.2717338,-13.264252,2083.5107,2382.5767,123.693565,33.51652,459.2992,0.0,0.0,0.0,1
0.009960699,7.6199176e-05,0.0049389945,0.0052905516,0.08896857,0.8320969,13.066252,0.015253323,-456.95282,174.82362,-26.952612,41.811943,9.319254,19.922655,-0.33050874,-26.890718,12.180297,-19.530811,-12.266654,6.126088,-9.86063,1735.1451,2371.2993,130.66368,8.150674,34.473774,0.0,0.0,0.0,1
0.03853704,0.00023998154,0.0148381535,0.019591197,0.13039541,1.1854752,9.36692,0.011673757,-473.2848,166.09062,-19.18156,45.70055,-4.246678,14.812102,9.897315,-23.981565,7.913101,-15.65332,-5.8030725,3.9040616,-13.400015,2062.2092,2561.7976,160.73712,54.531784,204.63202,0.0,0.0,0.0,1
0.044364907,0.00040676634,0.010886235,0.012089258,0.18695281,1.4338397,6.2106137,0.009237937,-472.07144,178.0696,-29.180265,46.963223,3.242133,32.208393,17.309631,-28.122519,5.3026757,-18.739431,-2.9798446,6.209394,-12.451041,1990.1396,2685.2144,108.30887,23.462072,73.78648,0.0,0.0,0.0,1
0.022961196,0.000120712735,0.01083721,0.012887409,0.12969325,1.2923727,3.6316774,0.01653784,-403.81638,205.80771,-60.3239,12.684567,-16.81644,-4.324349,-5.7239656,-25.333475,7.07077,-19.1811,-5.233163,6.204285,-6.897564,1751.6838,1977.7137,191.83868,93.17662,453.4255,0.0,0.0,0.0,1
0.02540007,0.00025180462,0.009064044,0.012376438,0.13350803,1.2335107,9.455844,0.012367547,-468.60532,179.94768,-11.453327,51.295456,-3.1366184,14.2434435,6.9184475,-20.914253,17.60269,-10.958984,-4.2563305,3.5804486,-14.632104,1754.5461,2470.6733,100.956245,14.349358,82.57802,0.0,0.0,0.0,1
0.027520988,0.00022938651,0.012000715,0.014646424,0.1252545,1.2171977,9.0379505,0.012847757,-461.05682,174.91252,-14.270325,43.464577,-1.6223606,19.254095,11.5418825,-22.680143,9.818469,-13.565022,-7.691628,-1.2843049,-15.288506,1791.7455,2440.525,119.63664,26.027334,114.48051,0.0,0.0,0.0,1
0.030629653,0.00025265358,0.013146275,0.0151074445,0.13302703,1.265993,8.14243,0.014212294,-453.6361,184.21036,-30.265665,44.91211,2.3835602,19.677265,8.986676,-23.129656,14.661013,-12.920762,-6.1423373,2.3793845,-13.900133,1818.0718,2306.9592,121.478165,36.031982,458.1049,0.0,0.0,0.0,1
0.03934303,0.0002911847,0.014699778,0.015645683,0.16083273,1.5374588,3.1754322,0.013699653,-426.46582,201.37862,-49.460304,33.17441,0.8843495,13.926783,2.6709073,-24.062124,15.784748,-13.570854,-6.0365148,5.480202,-9.077897,1789.4207,2150.137,138.76355,56.013527,175.0175,0.0,0.0,0.0,1
0.030871544,0.00024298482,0.012550821,0.015777202,0.13615337,1.2724047,8.056761,0.013313103,-454.77118,169.92485,-35.213623,42.08274,11.858809,24.669233,7.9828176,-23.561619,12.56865,-11.457577,-4.6276784,1.8520114,-14.52973,2080.8088,2395.7236,127.44658,33.370007,199.13605,0.0,0.0,0.0,1
0.0322422,0.0003237923,0.01365823,0.015489408,0.13332425,1.2528818,8.050357,0.01168864,-464.1654,166.6738,-28.455122,46.68111,7.0050607,21.04473,11.064006,-18.2129,14.504623,-13.016263,-3.8867054,4.6152368,-13.197074,2168.658,2483.5442,99.90451,12.618611,66.86311,0.0,0.0,0.0,1
0.039533,0.00035650446,0.015913185,0.01936779,0.14236541,1.2935048,7.101546,0.010339076,-465.82794,170.09317,-31.179384,41.80539,1.1502612,21.64757,10.906302,-22.347738,15.22048,-8.930259,-2.3528106,3.5823944,-10.86799,2191.0193,2595.6555,110.658745,14.7003145,55.644695,0.0,0.0,0.0,1
0.028580135,0.00025129467,0.012376692,0.013922508,0.13016863,1.2348616,8.726924,0.01157329,-469.39493,159.71486,-28.489956,46.697838,9.69298,22.343855,9.590452,-20.11221,13.874675,-12.235278,-4.9578595,4.0549707,-11.973762,2334.4822,2582.2212,114.382515,33.81331,510.62585,0.0,0.0,0.0,1
0.027811784,0.0002496346,0.012751048,0.015159663,0.13406128,1.2555072,7.9354005,0.013315085,-447.25467,175.40363,-34.36104,46.651897,13.009617,21.539623,7.106324,-22.157145,13.279021,-12.3931055,-5.436322,2.873654,-13.128897,1963.2845,2322.302,112.47535,47.627316,405.35587,0.0,0.0,0.0,1
0.029844062,0.00024475576,0.012668127,0.014384087,0.13090017,1.2357922,7.055208,0.012961023,-446.18805,177.83165,-43.667072,42.10324,9.6170635,19.189459,6.399998,-21.674555,12.598121,-15.29244,-4.4698443,4.9868326,-12.866258,2098.0955,2359.91,122.3218,44.47886,431.42715,0.0,0.0,0.0,1
0.027102627,0.00018739932,0.010892899,0.0147905275,0.12926485,1.1665397,6.5344296,0.01642827,-421.81445,195.18431,-56.281723,39.270382,17.263777,19.951319,-3.2619429,-28.613127,14.129527,-15.49495,-8.631375,3.9579968,-10.053657,1794.2112,2074.7083,144.41978,39.78391,182.09978,0.0,0.0,0.0,1
0.027820906,0.00023282421,0.012073196,0.0147777125,0.12853044,1.2360225,8.807234,0.014125535,-450.55148,175.09846,-32.90744,49.570137,12.588688,20.052801,6.167929,-21.876993,13.493032,-14.461932,-7.360137,1.0377673,-15.436848,1917.8256,2349.821,119.67916,25.122877,129.38254,0.0,0.0,0.0,1
0.02430111,0.00015091745,0.009378528,0.0112800775,0.1295176,1.192189,4.048445,0.01721479,-397.07294,199.69382,-70.44014,15.062945,4.0152507,13.698938,-0.37027264,-27.191303,10.124984,-11.065368,-4.546885,2.9904103,-10.08578,1888.11,1879.3861,160.59956,36.944492,170.46222,0.0,0.0,0.0,1
0.03190138,0.00018905956,0.015438056,0.016603528,0.1423447,1.2953911,4.689744,0.01553095,-409.74835,195.68472,-69.18267,26.971338,9.856932,15.943649,-0.076361224,-28.910038,6.7315803,-17.84769,-5.9938374,5.19618,-10.902392,1943.8231,1994.3392,170.87366,74.08123,431.8887,0.0,0.0,0.0,1
0.02627386,0.00018606771,0.011223789,0.013547899,0.1457089,1.3235782,6.095452,0.013743469,-434.21768,180.25896,-40.099888,30.722845,7.4268513,17.717062,0.124218024,-26.71543,8.920934,-16.03626,-7.7449684,3.6201594,-9.56948,1986.9852,2259.2942,141.16669,61.75737,372.30273,0.0,0.0,0.0,1
0.030114746,0.0002595925,0.012365552,0.015197428,0.18546426,1.6381704,3.217195,0.014742165,-423.42764,197.87674,-45.742115,31.56815,3.2718792,16.213802,3.1164086,-25.014938,7.991688,-19.06101,-4.9685745,3.8571367,-14.691342,1812.1367,2132.726,115.06684,14.1367445,81.64229,0.0,0.0,0.0,1
0.02578493,0.00025577555,0.011592305,0.015900653,0.1498149,1.3319107,9.424839,0.01603348,-448.45966,195.32216,-32.693768,53.729427,8.108864,25.31749,14.323523,-19.579823,16.243736,-15.599431,-7.1428394,-0.9409065,-17.724674,1569.0033,2191.299,101.33779,10.606444,57.66364,0.0,0.0,0.0,1
0.030114435,0.00026650532,0.0130938655,0.016940836,0.14841609,1.3736507,7.7073717,0.013892926,-448.05508,176.64096,-33.91081,40.863422,8.721628,22.37752,8.215143,-21.82571,12.998136,-14.636205,-9.268319,0.3013464,-12.163704,1939.6398,2315.3906,112.9589,29.20925,340.7368,0.0,0.0,0.0,1
0.02749907,0.00024049282,0.0124970125,0.015278806,0.13024984,1.2610576,7.705056,0.01237048,-449.48666,172.79431,-37.013855,44.000908,12.211453,18.890793,2.719886,-23.410173,12.701292,-15.179928,-8.025683,1.9969043,-11.753623,2049.5647,2367.5635,114.74524,21.441605,119.18047,0.0,0.0,0.0,1
0.029395578,0.00022483566,0.011500678,0.013077356,0.12425289,1.1755438,6.4088793,0.011335089,-455.02835,166.19193,-43.555637,38.922943,9.586393,19.259,2.7783053,-25.845024,12.515847,-12.391098,-5.5596356,5.200634,-7.9799013,2389.2651,2466.6284,131.37778,51.523067,452.45166,0.0,0.0,0.0,1
0.028796243,0.0002078439,0.01256446,0.015814811,0.13848099,1.307301,5.6983743,0.012670626,-438.59894,181.8375,-45.802513,33.649418,3.4683032,15.719113,5.010843,-21.837088,12.592538,-14.89268,-5.0574584,5.7758775,-9.340097,2106.9324,2300.7354,140.05995,78.126625,427.71933,0.0,0.0,0.0,1
0.027635437,0.00016723933,0.011740049,0.01487482,0.15085746,1.4192828,4.8490186,0.01673232,-408.89725,203.76225,-63.971706,24.383776,9.561878,19.594877,-1.6027929,-28.51327,10.979436,-20.601824,-12.298787,2.1024904,-11.4644985,1776.0088,1921.8228,165.05428,41.373814,297.51044,0.0,0.0,0.0,1
0.028333075,0.0002414618,0.010444218,0.011067035,0.16616967,1.4912401,5.9796486,0.015933625,-433.52835,202.78546,-37.783436,42.703613,10.072122,25.129494,4.9098196,-28.704542,11.645657,-16.135302,-6.5271354,3.8759935,-12.252533,1545.7985,2153.187,117.95275,21.992517,82.35238,0.0,0.0,0.0,1
0.034722894,0.00020398287,0.015829513,0.019973084,0.15360354,1.3806409,5.939149,0.014856229,-428.9425,202.55461,-64.23019,36.790676,8.2244625,25.952278,14.457792,-20.244234,9.48432,-24.800653,-10.625065,-4.952702,-20.45944,1768.1034,2049.4023,170.4189,26.436298,89.32595,0.0,0.0,0.0,1
0.028401673,0.00016416915,0.013652772,0.013684726,0.14974469,1.373939,6.898506,0.01705658,-414.91742,194.14961,-44.117584,28.72502,2.877729,11.999323,2.2212083,-21.842352,10.386441,-16.280935,-9.052332,-0.59795654,-14.5575,1711.684,2055.5303,173.878,66.76648,444.8625,0.0,0.0,0.0,1
0.027776439,0.000186131,0.012673025,0.014872297,0.13365631,1.2197521,6.4327354,0.013694642,-438.8164,187.58034,-45.884552,34.68428,0.35390368,12.699607,3.7747226,-19.537167,15.865353,-17.232574,-8.707201,2.5538523,-11.7110615,1967.7773,2262.9868,150.59137,50.798527,507.0688,0.0,0.0,0.0,1
0.02655757,0.00016964252,0.0110517,0.013032098,0.12863082,1.1883835,7.7256904,0.0151801985,-433.65112,183.9952,-38.26537,27.685867,-2.5445185,12.656852,2.8402498,-23.4205,11.44977,-15.026329,-7.6850753,5.505238,-8.466823,1925.7812,2217.4666,156.99788,31.782328,153.1187,0.0,0.0,0.0,1
0.028842036,0.0001807422,0.012409436,0.015072845,0.15411688,1.3837783,7.3781886,0.014728511,-438.05212,180.82745,-43.48372,36.59237,6.8958774,16.018776,1.0244553,-24.720627,13.473566,-15.807057,-10.678943,2.3951359,-10.483022,1933.3253,2217.4365,159.93088,44.485836,193.38832,0.0,0.0,0.0,1
0.024254518,0.00015686447,0.011270001,0.013849283,0.12907742,1.1829,8.013566,0.015422984,-434.75235,189.61783,-42.79968,27.748425,-1.1070677,12.688364,-2.8299932,-26.601774,14.758649,-15.554626,-11.299227,0.8104178,-11.419553,1832.8971,2182.0254,155.08882,31.898203,226.70384,0.0,0.0,0.0,1
0.030398192,0.00020298843,0.012922261,0.015847977,0.14921448,1.3544402,6.7844157,0.013451062,-442.90298,184.85489,-36.88328,31.811417,0.76975137,18.519077,5.858175,-23.103497,11.116572,-18.88383,-9.915842,3.182257,-11.530694,1879.4025,2259.8835,150.45898,67.72706,516.40796,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,-2.1114292,0.020109229,-359.6435,238.67181,-127.58342,11.800372,-5.596031,8.324274,8.965029,-28.357065,6.501994,-9.830242,2.3789692,-0.69808704,-10.962236,2054.1829,1670.9165,0.0,0.0,0.0,0.0,0.0,0.0,1
0.04174407,0.00021698605,0.020928213,0.019750308,0.16059212,1.405611,3.9974544,0.019444926,-387.83627,218.51704,-79.11428,26.623686,-6.7980614,-10.559507,-10.883046,-22.103277,18.537313,-12.945151,-7.859625,0.79939646,-11.356056,1805.4178,1910.6003,193.99289,41.53166,139.125,0.0,0.0,0.0,1
0.026978292,0.00017561957,0.011405643,0.013540964,0.13104993,1.2512538,7.8161335,0.014402747,-442.90692,180.02585,-41.173286,40.161716,4.622879,13.5454855,3.630762,-22.589542,12.47782,-14.898809,-6.476341,2.975279,-13.412058,1967.969,2245.8486,153.74522,42.325905,249.58714,0.0,0.0,0.0,1
0.03551397,0.00023052919,0.014390689,0.017806498,0.14565973,1.3785229,7.907978,0.013431921,-459.42776,170.62802,-34.025036,53.73516,8.941706,15.800417,5.3878155,-26.351046,9.594972,-13.659646,-5.1966186,3.1664045,-13.412784,1988.8646,2399.286,154.44261,44.19329,151.95198,0.0,0.0,0.0,1
0.024627512,0.00015576494,0.010767138,0.012397163,0.13330765,1.1982635,5.502431,0.01611318,-410.16553,193.3083,-60.25444,27.17816,9.901638,16.202414,0.6565886,-25.86801,9.110146,-16.582174,-7.977024,3.414581,-10.638907,1856.2908,2004.6671,158.3259,44.95746,266.01273,0.0,0.0,0.0,1
0.032699928,0.0002958237,0.014652915,0.018626755,0.13369429,1.2189159,6.6720524,0.01469049,-441.13144,187.42589,-32.17589,47.439713,8.291749,17.01559,3.5337062,-23.27205,14.312717,-15.763898,-10.340176,-0.3323713,-12.484952,1746.9781,2262.6658,110.78845,17.883968,90.5045,0.0,0.0,0.0,1
0.024325965,0.00016386676,0.010013784,0.0127685545,0.12556405,1.1923087,7.32919,0.015404168,-427.7561,183.68834,-38.2992,32.160294,2.9807303,10.041546,1.0864302,-20.351929,11.4921875,-16.434603,-8.742779,2.6933863,-10.857855,1810.8472,2151.7974,148.82756,38.571922,396.56046,0.0,0.0,0.0,1
0.02839536,0.00020835198,0.012012318,0.014556814,0.13668711,1.2734493,7.4779406,0.013905358,-440.35294,173.93544,-34.831203,35.82318,8.169071,17.889671,4.127957,-22.499178,11.040746,-13.654958,-6.8686423,2.8126833,-11.642148,1985.7568,2298.0251,136.78624,47.092293,518.4977,0.0,0.0,0.0,1
0.02545716,0.00019320667,0.011752282,0.014195515,0.14873962,1.3339806,4.2535987,0.05909372,-265.3346,186.80426,-24.898329,24.269598,8.300378,2.5951393,-14.552321,-10.056252,-4.4705186,-8.530868,-10.329475,3.025996,-5.435658,1744.7206,2235.8774,131.96094,29.751072,200.62375,0.0,0.0,0.0,1
0.06231145,0.0002954478,0.032230597,0.046517774,0.20489581,1.7403368,3.2983727,0.06057479,-250.52791,173.02048,-32.833218,42.125786,-8.495486,10.465598,-11.941448,-9.943713,-6.2063403,-8.140762,-11.486367,1.8992562,-6.2417474,2191.8682,2576.4883,214.06528,57.02638,198.34079,0.0,0.0,0.0,1
0.030839501,0.00022245661,0.014441406,0.016158963,0.1607117,1.4572045,4.3976493,0.06298784,-263.25925,182.75008,-23.564495,20.494915,13.68906,3.7580833,-11.512022,-12.196103,-6.169921,-9.655621,-11.632653,2.4471035,-4.828711,1718.6293,2214.4229,139.5176,36.336063,332.185,0.0,0.0,0.0,1
0.029430252,0.00016167702,0.009867804,0.012197269,0.14668481,1.3146863,6.5528755,0.06596058,-271.39893,187.9631,-32.90487,22.74274,8.397344,7.4118967,-18.04923,-14.420089,-2.3198216,-7.303567,-9.552846,4.6280417,-8.4829645,1682.365,2229.093,180.14194,47.50983,165.6896,0.0,0.0,0.0,1
0.027512498,0.00019977895,0.0129843075,0.015212858,0.15415563,1.4121658,4.300745,0.06108397,-265.37604,187.06694,-25.588379,21.52368,10.377136,5.325516,-12.418395,-11.719953,-5.7076473,-8.957949,-11.22491,2.0829484,-5.514183,1692.8534,2210.0642,138.05725,34.541252,255.57742,0.0,0.0,0.0,1
0.029917294,0.00022747458,0.015348897,0.017290737,0.17402762,1.4977584,3.2817187,0.052467294,-271.18756,188.26562,-29.106485,26.309284,5.448807,1.6175907,-12.23692,-10.195247,-6.721023,-7.1996827,-11.210218,3.3295019,-7.720119,1779.1631,2251.5657,131.87704,47.479736,460.4237,0.0,0.0,0.0,1
0.031086853,0.00018583174,0.015157854,0.0168863,0.17588352,1.5724899,3.0399563,0.059758086,-249.75276,184.55446,-31.09815,18.417484,2.2981431,-4.119139,-12.683612,-10.052446,-5.0968666,-9.038043,-11.332702,3.2442567,-5.823169,1818.7241,2233.519,167.43454,66.90962,300.16293,0.0,0.0,0.0,1
0.028727567,0.00019556381,0.013348964,0.016317202,0.16465785,1.479909,3.7111244,0.07058162,-242.30559,185.69357,-37.22537,25.523792,5.4239063,6.460466,-18.533554,-11.829439,-5.9486628,-6.9708905,-10.228304,3.3948364,-5.792249,1872.5591,2232.108,147.39922,40.234512,312.1749,0.0,0.0,0.0,1
0.028782645,0.00021194642,0.013256057,0.01475382,0.15643375,1.4246131,5.0726137,0.057729695,-275.05722,186.8675,-26.104916,22.673098,10.887305,5.261744,-15.562493,-10.411169,-5.7172556,-9.595926,-10.274633,4.70269,-5.962687,1713.2816,2248.7178,135.76999,30.784096,310.11172,0.0,0.0,0.0,1
0.026376355,0.00020222687,0.011414218,0.011873156,0.1393369,1.2736832,4.4777083,0.04807031,-287.94788,185.43018,-18.445423,22.63552,7.452573,1.7000964,-10.201659,-9.446704,-5.176002,-8.934999,-9.967191,5.207569,-7.162709,1696.5132,2332.2688,131.23657,31.166698,214.52805,0.0,0.0,0.0,1
0.028468933,0.00020357929,0.013339374,0.015644435,0.15857618,1.4229075,4.235992,0.060793824,-260.5196,182.69421,-24.389635,19.996881,10.896944,2.1187816,-12.45566,-11.920803,-5.215686,-8.895672,-10.7558,2.863302,-5.6649365,1747.8552,2230.6946,140.21216,39.756866,372.05542,0.0,0.0,0.0,1
0.0282763,0.00023402857,0.010853562,0.013504132,0.124921195,1.1393182,7.2446523,0.012106825,-431.68268,139.54518,-24.321981,36.542236,4.4058805,16.36849,-17.140247,-3.1339567,-3.450074,-3.0413802,-6.69406,2.6346855,-5.605383,2699.4531,3044.2158,123.84814,77.5241,519.4809,0.0,0.0,0.0,1
0.030187108,0.00025540977,0.012663817,0.014815916,0.12639627,1.157627,7.147639,0.011121708,-435.13596,136.56169,-24.680912,30.151558,5.6941385,14.201969,-17.668604,-4.777362,-3.4399343,-4.5007505,-3.3689442,6.252971,-2.01935,2844.5737,3137.3184,122.12124,77.91154,522.0307,0.0,0.0,0.0,1
0.03285572,0.00021254878,0.013931144,0.015742006,0.13664177,1.2074286,6.6848183,0.010273277,-442.5679,129.30687,-29.146275,35.688446,2.1289608,16.300219,-17.43092,-2.2162688,-5.6504965,-1.6596445,-4.8693285,5.2403917,-1.4780924,2969.9792,3212.2693,155.54276,89.86627,478.07983,0.0,0.0,0.0,1
0.0325,0.00020760769,0.011418136,0.012029128,0.1255067,1.0744922,5.312031,0.016951395,-390.07034,127.581,-48.705112,35.409275,-1.7345839,15.45176,-17.324049,-4.224591,-14.071434,-5.5054817,-0.34631667,2.8609228,-6.255632,3051.749,2868.8152,158.3279,44.394478,294.4807,0.0,0.0,0.0,1
0.030021638,0.00024743564,0.012609734,0.01492604,0.13726272,1.2848523,6.86866,0.011407791,-426.0456,137.56161,-38.407284,34.834232,10.529615,23.364729,-19.813719,-1.5694325,-3.9890323,-2.1713233,-3.6717827,5.585656,-6.4262686,2828.4534,3017.014,125.253296,96.64099,503.2398,0.0,0.0,0.0,1
0.029274888,0.0002472185,0.011969946,0.015112069,0.12099473,1.1496605,7.6006026,0.011159363,-436.14587,135.7938,-30.177135,32.274986,9.796743,17.63106,-18.419199,-2.6955159,-2.8368778,-1.8145195,-5.7595057,4.223524,-2.950373,2814.2336,3093.0027,119.39774,59.594997,519.7299,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,-1.4840302,0.0010400424,-561.9441,115.67554,-33.288574,38.749985,-15.308414,23.192896,-24.883774,18.703417,-11.577747,19.572273,-4.2445908,10.806772,4.949791,4149.879,4278.094,0.0,0.0,0.0,0.0,0.0,0.0,1
0.034023035,0.0003053165,0.014794374,0.019613225,0.14049223,1.2461413,5.1461787,0.016198283,-374.0265,153.31381,-49.335644,43.99853,-2.1013463,16.978313,-21.452435,-0.17424555,-11.674985,-4.682929,-4.6097403,3.632354,-5.120239,2660.266,2643.851,112.77231,63.10008,509.03006,0.0,0.0,0.0,1
0.028759746,0.00022295861,0.012268874,0.016874747,0.14291742,1.2612425,7.158125,0.027108891,-361.81534,161.82007,-29.415518,33.71459,-2.3872943,4.997244,-16.85384,-5.707397,-2.8913631,-8.540847,-8.5075865,3.7472029,-2.5919924,2178.9673,2347.7131,129.01898,46.05765,442.8724,0.0,0.0,0.0,1
0.03971567,0.00030887517,0.018768657,0.019464064,0.14775321,1.3033749,7.0669127,0.02782896,-413.0361,179.09123,-9.756907,35.574963,26.25034,6.8560724,7.9849095,-13.417623,2.0677047,-3.964996,-16.051765,2.6079648,-2.3265285,1310.1671,1687.749,128.76572,43.124676,154.18637,0.0,0.0,0.0,1
0.05573231,0.00030236912,0.02256953,0.03062806,0.16798235,1.5643724,5.088496,0.025393816,-409.99832,163.33566,-54.33184,55.4392,35.13751,8.398249,14.5972805,-19.821716,-0.62563634,-4.244045,-9.209011,10.251245,-9.326563,2121.4424,1811.5779,190.2576,176.12172,510.20694,0.0,0.0,0.0,1
0.033436827,0.0003050616,0.017083693,0.017480548,0.1216519,1.0850992,6.035841,0.028140105,-413.34015,170.81422,-15.537859,35.287518,33.60867,18.66322,18.327208,-13.79866,-6.9974995,-7.38293,-12.015793,6.4383235,-2.7596104,1410.72,1725.8826,110.476746,23.501808,68.071434,0.0,0.0,0.0,1
0.02928823,0.00029921744,0.010014547,0.012881989,0.1409561,1.2736193,7.7793593,0.028931158,-394.3803,185.51727,-33.2213,43.554195,32.61433,7.837844,9.095236,-17.144854,4.0751495,-5.9049654,-16.564766,11.949385,1.0696429,1579.075,1652.7495,98.33299,15.96625,67.571625,0.0,0.0,0.0,1
0.038119715,0.00032606785,0.015722621,0.022900594,0.15762945,1.2987978,6.345856,0.02838001,-393.70203,182.06381,-30.304405,38.382442,35.391003,16.620398,3.195847,-26.764341,6.0757594,-2.9934142,-17.440325,12.963256,-2.9896784,1554.6224,1682.6989,121.629265,88.28545,466.77017,0.0,0.0,0.0,1
0.026518624,0.00017201941,0.011207265,0.012696791,0.13178313,1.1903877,5.9983516,0.039884638,-298.3489,168.39772,-44.032116,23.726002,-6.008565,13.742458,-29.655231,-9.106474,-8.799595,-8.746318,-6.971079,0.87670267,-4.409698,2192.4487,2414.3257,156.37077,108.51612,484.17017,0.0,0.0,0.0,1
0.02671217,0.0001846006,0.009614978,0.011964296,0.118304305,1.0891722,7.305175,0.024816176,-353.73077,148.01134,-35.232384,22.207886,2.7312794,4.207996,-12.341151,-9.581536,-2.776037,-4.597599,-5.336524,3.643359,-1.3590915,2212.6345,2388.8582,145.43178,59.65135,479.94965,0.0,0.0,0.0,1
0.025836347,0.00015130406,0.011655648,0.013532037,0.122118965,1.1526268,7.2309465,0.030313136,-334.60345,152.46063,-46.506546,19.060705,-6.2675605,7.760977,-29.8759,-13.546518,-11.042051,-8.6535,-3.296686,-0.28950864,-2.5598466,2373.8545,2588.1018,171.86769,62.640427,507.48822,0.0,0.0,0.0,1
0.025101021,0.0002210689,0.010255306,0.013468293,0.12257012,1.1863699,7.90497,0.015863193,-398.05997,150.15611,-30.288343,28.872246,8.540469,17.519888,-17.326056,-5.940855,-2.2648664,-3.938979,-6.7717767,3.6411128,-2.5055838,2387.182,2759.0522,114.224655,40.437103,466.85764,0.0,0.0,0.0,1
0.025987998,0.0002109668,0.009622751,0.012240256,0.115099885,1.1350801,7.609389,0.016406083,-389.4586,142.29839,-42.96293,34.054745,4.9480643,13.853709,-18.057514,-5.048182,-3.466923,-4.9635253,-7.297303,3.5392113,-6.668591,2678.9421,2710.48,124.45099,48.567207,495.12585,0.0,0.0,0.0,1
